source_table,target_table,table_confidence,source_column,best_match_column,column_confidence
org_units,departments,0.9649,org_units.unit_pk,departments.dept_id,0.944
org_units,departments,0.9649,org_units.unit_title,departments.dept_name,0.9453
org_units,departments,0.9649,org_units.site_fk,departments.dept_id,0.9589
org_units,departments,0.9649,org_units.unit_head,departments.dept_name,0.9764
org_units,departments,0.9649,org_units.created_on,departments.created_at,1.0
staff,departments,0.9106,staff.staff_pk,departments.dept_id,0.8751
staff,departments,0.9106,staff.staff_fullname,departments.dept_name,0.8985
staff,departments,0.9106,staff.unit_fk,departments.dept_id,0.9014
staff,departments,0.9106,staff.role_name,departments.dept_name,0.898
staff,departments,0.9106,staff.joining_date,employees.hire_date,0.9799
site_master,locations,0.8092,site_master.site_pk,locations.location_id,0.75
site_master,locations,0.8092,site_master.site_title,departments.dept_name,0.8584
site_master,locations,0.8092,site_master.nation,locations.country,0.75
site_master,locations,0.8092,site_master.region,locations.country,0.7423
site_master,locations,0.8092,site_master.created_on,departments.created_at,0.9454
learning_records,trainings,0.7971,learning_records.learning_pk,trainings.training_id,0.75
learning_records,trainings,0.7971,learning_records.staff_fk,departments.dept_id,0.8755
learning_records,trainings,0.7971,learning_records.course_name,departments.dept_name,0.8259
learning_records,trainings,0.7971,learning_records.course_dt,employees.hire_date,0.784
learning_records,trainings,0.7971,learning_records.completion_status,trainings.status,0.75
audit_checks,inspections,0.7625,audit_checks.audit_pk,inspections.score,0.7309
audit_checks,inspections,0.7625,audit_checks.site_fk,inspections.location_id,0.7451
audit_checks,inspections,0.7625,audit_checks.audit_dt,employees.hire_date,0.8609
audit_checks,inspections,0.7625,audit_checks.auditor,inspections.inspector_name,0.75
audit_checks,inspections,0.7625,audit_checks.audit_score,inspections.score,0.7257
event_log,incidents,0.7512,event_log.event_pk,incidents.incident_id,0.7441
event_log,incidents,0.7512,event_log.staff_fk,employees.dept_id,0.75
event_log,incidents,0.7512,event_log.event_dt,employees.hire_date,0.8256
event_log,incidents,0.7512,event_log.event_category,incidents.incident_type,0.6863
event_log,incidents,0.7512,event_log.risk_level,incidents.severity,0.75
