source_table,target_table,table_confidence,source_column,best_match_column,column_confidence
org_units,departments,0.9664,org_units.unit_pk,departments.dept_id,0.9473
org_units,departments,0.9664,org_units.unit_title,departments.dept_name,0.938
org_units,departments,0.9664,org_units.site_fk,departments.dept_id,0.9808
org_units,departments,0.9664,org_units.unit_head,departments.dept_name,0.9657
org_units,departments,0.9664,org_units.created_on,departments.created_at,1.0
staff,departments,0.9189,staff.staff_pk,departments.dept_id,0.8773
staff,departments,0.9189,staff.staff_fullname,departments.dept_name,0.8985
staff,departments,0.9189,staff.unit_fk,departments.dept_id,0.9225
staff,departments,0.9189,staff.role_name,departments.dept_name,0.9086
staff,departments,0.9189,staff.joining_date,employees.hire_date,0.9875
site_master,locations,0.804,site_master.site_pk,locations.location_id,0.75
site_master,locations,0.804,site_master.site_title,departments.dept_name,0.8353
site_master,locations,0.804,site_master.nation,locations.country,0.75
site_master,locations,0.804,site_master.region,locations.state,0.7414
site_master,locations,0.804,site_master.created_on,departments.created_at,0.9433
learning_records,trainings,0.7892,learning_records.learning_pk,trainings.emp_id,0.7365
learning_records,trainings,0.7892,learning_records.staff_fk,departments.dept_id,0.8857
learning_records,trainings,0.7892,learning_records.course_name,departments.dept_name,0.8184
learning_records,trainings,0.7892,learning_records.course_dt,employees.hire_date,0.7823
learning_records,trainings,0.7892,learning_records.completion_status,trainings.status,0.7233
audit_checks,inspections,0.7573,audit_checks.audit_pk,inspections.location_id,0.7166
audit_checks,inspections,0.7573,audit_checks.site_fk,inspections.inspection_id,0.7494
audit_checks,inspections,0.7573,audit_checks.audit_dt,employees.hire_date,0.8357
audit_checks,inspections,0.7573,audit_checks.auditor,inspections.inspector_name,0.75
audit_checks,inspections,0.7573,audit_checks.audit_score,inspections.score,0.7348
event_log,incidents,0.7558,event_log.event_pk,incidents.incident_id,0.7382
event_log,incidents,0.7558,event_log.staff_fk,employees.dept_id,0.75
event_log,incidents,0.7558,event_log.event_dt,employees.hire_date,0.8159
event_log,incidents,0.7558,event_log.event_category,incidents.incident_type,0.7249
event_log,incidents,0.7558,event_log.risk_level,incidents.severity,0.75
