source_table,target_table,table_confidence,source_column,best_match_column,column_confidence
org_units,departments,0.9638,org_units.unit_pk,departments.dept_id,0.9448
org_units,departments,0.9638,org_units.unit_title,departments.dept_name,0.9386
org_units,departments,0.9638,org_units.site_fk,departments.dept_id,0.9541
org_units,departments,0.9638,org_units.unit_head,departments.dept_name,0.9813
org_units,departments,0.9638,org_units.created_on,departments.created_at,1.0
staff,departments,0.9245,staff.staff_pk,departments.dept_id,0.8872
staff,departments,0.9245,staff.staff_fullname,departments.dept_name,0.913
staff,departments,0.9245,staff.unit_fk,departments.dept_id,0.9024
staff,departments,0.9245,staff.role_name,departments.dept_name,0.9201
staff,departments,0.9245,staff.joining_date,employees.hire_date,1.0
site_master,departments,0.8077,site_master.site_pk,employees.dept_id,0.747
site_master,departments,0.8077,site_master.site_title,departments.dept_name,0.8328
site_master,departments,0.8077,site_master.nation,locations.country,0.75
site_master,departments,0.8077,site_master.region,locations.state,0.7355
site_master,departments,0.8077,site_master.created_on,departments.created_at,0.9734
learning_records,trainings,0.7773,learning_records.learning_pk,trainings.emp_id,0.7394
learning_records,trainings,0.7773,learning_records.staff_fk,departments.dept_id,0.8572
learning_records,trainings,0.7773,learning_records.course_name,trainings.training_name,0.7001
learning_records,trainings,0.7773,learning_records.course_dt,employees.hire_date,0.8688
learning_records,trainings,0.7773,learning_records.completion_status,trainings.status,0.721
event_log,incidents,0.7727,event_log.event_pk,incidents.incident_id,0.7316
event_log,incidents,0.7727,event_log.staff_fk,employees.dept_id,0.7472
event_log,incidents,0.7727,event_log.event_dt,employees.hire_date,0.8994
event_log,incidents,0.7727,event_log.event_category,incidents.incident_type,0.7351
event_log,incidents,0.7727,event_log.risk_level,incidents.severity,0.75
audit_checks,inspections,0.7458,audit_checks.audit_pk,inspections.inspection_id,0.7428
audit_checks,inspections,0.7458,audit_checks.site_fk,inspections.location_id,0.7471
audit_checks,inspections,0.7458,audit_checks.audit_dt,inspections.inspection_date,0.739
audit_checks,inspections,0.7458,audit_checks.auditor,inspections.inspector_name,0.75
audit_checks,inspections,0.7458,audit_checks.audit_score,inspections.score,0.75
