source_table,target_table,table_confidence,source_column,best_match_column,column_confidence
org_units,departments,0.9527,org_units.unit_pk,departments.dept_id,0.9437
org_units,departments,0.9527,org_units.unit_title,departments.dept_name,0.9329
org_units,departments,0.9527,org_units.site_fk,departments.dept_id,0.941
org_units,departments,0.9527,org_units.unit_head,departments.dept_name,0.946
org_units,departments,0.9527,org_units.created_on,departments.created_at,1.0
staff,departments,0.9196,staff.staff_pk,departments.dept_id,0.8728
staff,departments,0.9196,staff.staff_fullname,departments.dept_name,0.9104
staff,departments,0.9196,staff.unit_fk,departments.dept_id,0.8938
staff,departments,0.9196,staff.role_name,departments.dept_name,0.9211
staff,departments,0.9196,staff.joining_date,employees.hire_date,1.0
learning_records,trainings,0.8132,learning_records.learning_pk,trainings.emp_id,0.7326
learning_records,trainings,0.8132,learning_records.staff_fk,departments.dept_id,0.8561
learning_records,trainings,0.8132,learning_records.course_name,departments.dept_name,0.8602
learning_records,trainings,0.8132,learning_records.course_dt,employees.hire_date,0.8685
learning_records,trainings,0.8132,learning_records.completion_status,trainings.status,0.7487
site_master,locations,0.8074,site_master.site_pk,locations.location_id,0.7344
site_master,locations,0.8074,site_master.site_title,departments.dept_name,0.8523
site_master,locations,0.8074,site_master.nation,locations.country,0.75
site_master,locations,0.8074,site_master.region,locations.state,0.75
site_master,locations,0.8074,site_master.created_on,departments.created_at,0.9504
audit_checks,inspections,0.7743,audit_checks.audit_pk,inspections.inspection_id,0.7183
audit_checks,inspections,0.7743,audit_checks.site_fk,inspections.location_id,0.7464
audit_checks,inspections,0.7743,audit_checks.audit_dt,employees.hire_date,0.9069
audit_checks,inspections,0.7743,audit_checks.auditor,inspections.inspector_name,0.75
audit_checks,inspections,0.7743,audit_checks.audit_score,inspections.score,0.75
event_log,incidents,0.7562,event_log.event_pk,incidents.incident_id,0.7382
event_log,incidents,0.7562,event_log.staff_fk,employees.dept_id,0.75
event_log,incidents,0.7562,event_log.event_dt,employees.hire_date,0.8188
event_log,incidents,0.7562,event_log.event_category,incidents.incident_type,0.7238
event_log,incidents,0.7562,event_log.risk_level,incidents.severity,0.75
