source_table,target_table,table_confidence,source_column,best_match_column,column_confidence
org_units,departments,0.9717,org_units.unit_pk,departments.dept_id,0.9466
org_units,departments,0.9717,org_units.unit_title,departments.dept_name,0.9403
org_units,departments,0.9717,org_units.site_fk,departments.dept_id,0.9934
org_units,departments,0.9717,org_units.unit_head,departments.dept_name,0.9781
org_units,departments,0.9717,org_units.created_on,departments.created_at,1.0
staff,departments,0.9399,staff.staff_pk,departments.dept_id,0.9112
staff,departments,0.9399,staff.staff_fullname,departments.dept_name,0.9181
staff,departments,0.9399,staff.unit_fk,departments.dept_id,0.9471
staff,departments,0.9399,staff.role_name,departments.dept_name,0.9263
staff,departments,0.9399,staff.joining_date,employees.hire_date,0.9968
learning_records,trainings,0.8219,learning_records.learning_pk,trainings.training_id,0.7443
learning_records,trainings,0.8219,learning_records.staff_fk,departments.dept_id,0.9196
learning_records,trainings,0.8219,learning_records.course_name,departments.dept_name,0.8396
learning_records,trainings,0.8219,learning_records.course_dt,employees.hire_date,0.866
learning_records,trainings,0.8219,learning_records.completion_status,trainings.status,0.7401
site_master,locations,0.8037,site_master.site_pk,locations.location_id,0.75
site_master,locations,0.8037,site_master.site_title,departments.dept_name,0.8437
site_master,locations,0.8037,site_master.nation,locations.country,0.75
site_master,locations,0.8037,site_master.region,locations.country,0.7212
site_master,locations,0.8037,site_master.created_on,departments.created_at,0.9535
audit_checks,inspections,0.7763,audit_checks.audit_pk,inspections.inspection_id,0.7259
audit_checks,inspections,0.7763,audit_checks.site_fk,inspections.location_id,0.7472
audit_checks,inspections,0.7763,audit_checks.audit_dt,employees.hire_date,0.9167
audit_checks,inspections,0.7763,audit_checks.auditor,inspections.inspector_name,0.75
audit_checks,inspections,0.7763,audit_checks.audit_score,inspections.score,0.7417
event_log,incidents,0.7756,event_log.event_pk,incidents.incident_id,0.7391
event_log,incidents,0.7756,event_log.staff_fk,employees.dept_id,0.7492
event_log,incidents,0.7756,event_log.event_dt,employees.hire_date,0.8898
event_log,incidents,0.7756,event_log.event_category,incidents.incident_type,0.75
event_log,incidents,0.7756,event_log.risk_level,incidents.severity,0.75
