source_table,target_table,table_confidence,source_column,best_match_column,column_confidence
org_units,departments,0.9605,org_units.unit_pk,departments.dept_id,0.9463
org_units,departments,0.9605,org_units.unit_title,departments.dept_name,0.9353
org_units,departments,0.9605,org_units.site_fk,departments.dept_id,0.9798
org_units,departments,0.9605,org_units.unit_head,departments.dept_name,0.9412
org_units,departments,0.9605,org_units.created_on,departments.created_at,1.0
staff,departments,0.9136,staff.staff_pk,departments.dept_id,0.8791
staff,departments,0.9136,staff.staff_fullname,departments.dept_name,0.8984
staff,departments,0.9136,staff.unit_fk,departments.dept_id,0.9176
staff,departments,0.9136,staff.role_name,departments.dept_name,0.9068
staff,departments,0.9136,staff.joining_date,employees.hire_date,0.9662
site_master,locations,0.8054,site_master.site_pk,locations.location_id,0.75
site_master,locations,0.8054,site_master.site_title,departments.dept_name,0.8369
site_master,locations,0.8054,site_master.nation,locations.country,0.75
site_master,locations,0.8054,site_master.region,locations.state,0.75
site_master,locations,0.8054,site_master.created_on,departments.created_at,0.94
learning_records,trainings,0.7643,learning_records.learning_pk,trainings.emp_id,0.7383
learning_records,trainings,0.7643,learning_records.staff_fk,departments.dept_id,0.897
learning_records,trainings,0.7643,learning_records.course_name,trainings.training_name,0.7012
learning_records,trainings,0.7643,learning_records.course_dt,employees.hire_date,0.7736
learning_records,trainings,0.7643,learning_records.completion_status,trainings.status,0.7112
event_log,incidents,0.7566,event_log.event_pk,incidents.incident_id,0.7399
event_log,incidents,0.7566,event_log.staff_fk,employees.dept_id,0.75
event_log,incidents,0.7566,event_log.event_dt,employees.hire_date,0.814
event_log,incidents,0.7566,event_log.event_category,incidents.incident_type,0.7289
event_log,incidents,0.7566,event_log.risk_level,incidents.severity,0.75
audit_checks,inspections,0.7397,audit_checks.audit_pk,inspections.location_id,0.7175
audit_checks,inspections,0.7397,audit_checks.site_fk,inspections.location_id,0.7484
audit_checks,inspections,0.7397,audit_checks.audit_dt,inspections.inspection_date,0.75
audit_checks,inspections,0.7397,audit_checks.auditor,inspections.inspector_name,0.75
audit_checks,inspections,0.7397,audit_checks.audit_score,inspections.score,0.7328
