source_table,target_table,table_confidence,source_column,best_match_column,column_confidence
org_units,departments,0.9478,org_units.unit_pk,departments.dept_id,0.9425
org_units,departments,0.9478,org_units.unit_title,departments.dept_name,0.8762
org_units,departments,0.9478,org_units.site_fk,departments.dept_id,0.9392
org_units,departments,0.9478,org_units.unit_head,departments.dept_name,0.9812
org_units,departments,0.9478,org_units.created_on,departments.created_at,1.0
staff,departments,0.9206,staff.staff_pk,departments.dept_id,0.8681
staff,departments,0.9206,staff.staff_fullname,departments.dept_name,0.9197
staff,departments,0.9206,staff.unit_fk,departments.dept_id,0.8865
staff,departments,0.9206,staff.role_name,departments.dept_name,0.9286
staff,departments,0.9206,staff.joining_date,employees.hire_date,1.0
site_master,departments,0.8205,site_master.site_pk,inspections.location_id,0.7464
site_master,departments,0.8205,site_master.site_title,departments.dept_name,0.8615
site_master,departments,0.8205,site_master.nation,departments.dept_name,0.8054
site_master,departments,0.8205,site_master.region,locations.state,0.7494
site_master,departments,0.8205,site_master.created_on,departments.created_at,0.9396
learning_records,trainings,0.8082,learning_records.learning_pk,trainings.training_id,0.75
learning_records,trainings,0.8082,learning_records.staff_fk,departments.dept_id,0.8602
learning_records,trainings,0.8082,learning_records.course_name,departments.dept_name,0.8208
learning_records,trainings,0.8082,learning_records.course_dt,employees.hire_date,0.8837
learning_records,trainings,0.8082,learning_records.completion_status,trainings.status,0.7265
audit_checks,inspections,0.7623,audit_checks.audit_pk,inspections.inspection_id,0.75
audit_checks,inspections,0.7623,audit_checks.site_fk,inspections.location_id,0.75
audit_checks,inspections,0.7623,audit_checks.audit_dt,employees.hire_date,0.8451
audit_checks,inspections,0.7623,audit_checks.auditor,inspections.inspector_name,0.7384
audit_checks,inspections,0.7623,audit_checks.audit_score,inspections.score,0.7282
event_log,incidents,0.7589,event_log.event_pk,incidents.incident_id,0.733
event_log,incidents,0.7589,event_log.staff_fk,employees.dept_id,0.75
event_log,incidents,0.7589,event_log.event_dt,employees.hire_date,0.8114
event_log,incidents,0.7589,event_log.event_category,incidents.incident_type,0.75
event_log,incidents,0.7589,event_log.risk_level,incidents.severity,0.75
